species,specieskey,genus
Albotricha minuta,3489533,Albotricha
Albotricha orientalis,6019434,Albotricha
Albotricha pallida,3489520,Albotricha
Albotricha vantschensis,3489525,Albotricha
Aldona stella-nigra,2625379,Aldona
Alectoria acanthodes,5472959,Alectoria
Alectoria fallacina,5472905,Alectoria
Alectoria gowardii,10857426,Alectoria
Alectoria imshaugii,5261193,Alectoria
Alectoria lata,5261198,Alectoria
Alectoria mexicana,5472824,Alectoria
Alectoria ochroleuca,5261195,Alectoria
Alectoria ochroleucoides,10681931,Alectoria
Alectoria sarmentosa,5261194,Alectoria
Alectoria vancouverensis,5261196,Alectoria
Alessioporus ichnusanus,8262663,Alessioporus
Alessioporus rubriflavus,9813956,Alessioporus
Aleuria alpina,8066456,Aleuria
Aleuria aurantia,5258678,Aleuria
Aleuria bicucullata,7879420,Aleuria
Aleuria boudieri,5499658,Aleuria
Aleuria carbonicola,5499644,Aleuria
Aleuria cestrica,5258666,Aleuria
Aleuria exigua,5499653,Aleuria
Aleuria luteonitens,5258669,Aleuria
Aleuria membranacea,7629929,Aleuria
Aleuria michiganensis,5499632,Aleuria
Aleuria splendens,10751456,Aleuria
Aleurina argentina,5499864,Aleurina
Aleurina asperula,5499849,Aleurina
Aleurina calospora,5258826,Aleurina
Aleurina ferruginea,5258825,Aleurina
Aleurina magnicellula,5258824,Aleurina
Aleurina olivaceofusca,5499871,Aleurina
Aleurina subvirescens,5499858,Aleurina
Aleurina tenuiverrucosa,5499878,Aleurina
Aleurocystidiellum subcruentatum,2550628,Aleurocystidiellum
Aleurocystidiellum tsugae,9714403,Aleurocystidiellum
Aleurocystis hakgallae,2553152,Aleurocystis
Aleurocystis magnispora,2553161,Aleurocystis
Aleurodiscus aberrans,2552863,Aleurodiscus
Aleurodiscus abietis,2552916,Aleurodiscus
Aleurodiscus amorphus,9200548,Aleurodiscus
Aleurodiscus amorphus,8063181,Aleurodiscus
Aleurodiscus aurantius,2552845,Aleurodiscus
Aleurodiscus australiensis,2552904,Aleurodiscus
Aleurodiscus berggrenii,2552906,Aleurodiscus
Aleurodiscus botryosus,2552978,Aleurodiscus
Aleurodiscus cerussatus,2552911,Aleurodiscus
Aleurodiscus coralloides,2552976,Aleurodiscus
Aleurodiscus coronatus,2552950,Aleurodiscus
Aleurodiscus croceus,2552836,Aleurodiscus
Aleurodiscus dextrinoideocerussatus,2552939,Aleurodiscus
Aleurodiscus diffissus,2552857,Aleurodiscus
Aleurodiscus disciformis,2552879,Aleurodiscus
Aleurodiscus farlowii,2552874,Aleurodiscus
Aleurodiscus grantii,2552923,Aleurodiscus
Aleurodiscus ilexicola,2552946,Aleurodiscus
Aleurodiscus lacunae-equimortui,3357717,Aleurodiscus
Aleurodiscus lapponicus,2552865,Aleurodiscus
Aleurodiscus limonisporus,2552839,Aleurodiscus
Aleurodiscus lividocaeruleus,2553146,Aleurodiscus
Aleurodiscus ljubarskii,2552918,Aleurodiscus
Aleurodiscus macrocystidiatus,2552876,Aleurodiscus
Aleurodiscus mirabilis,2552888,Aleurodiscus
Aleurodiscus ochraceoflavus,2552873,Aleurodiscus
Aleurodiscus parmuliformis,2552920,Aleurodiscus
Aleurodiscus patagonicus,10835103,Aleurodiscus
Aleurodiscus piceinus,2552829,Aleurodiscus
Aleurodiscus sparsus,2552973,Aleurodiscus
Aleurodiscus stereoides,3357689,Aleurodiscus
Aleurodiscus vitellinus,2552924,Aleurodiscus
Aleurodiscus wakefieldiae,2552948,Aleurodiscus
Aleurodiscus zealandicus,2552831,Aleurodiscus
Algochytrops polysiphoniae,7538396,Algochytrops
Aliquandostipite sunyatsenii,2611188,Aliquandostipite
Allantonectria miltina,2563142,Allantonectria
Allantoparmelia almquistii,2605063,Allantoparmelia
Allantoparmelia alpicola,2605065,Allantoparmelia
Allantoparmelia sibirica,3403299,Allantoparmelia
Allantophomopsiella pseudotsugae,7556848,Allantophomopsiella
Allantophomopsis lunata,9654215,Allantophomopsis
Allelochaeta biseptata,10803512,Allelochaeta
Allelochaeta brevilata,10769324,Allelochaeta
Allelochaeta cylindrospora,10704714,Allelochaeta
Allelochaeta obtusa,10702267,Allelochaeta
Allelochaeta walkeri,10883797,Allelochaeta
Alloanthostomella rubicola,9660722,Alloanthostomella
Allocalicium adaequatum,10511468,Allocalicium
Allocetraria globulans,8543066,Allocetraria
Allocetraria madreporiformis,3409244,Allocetraria
Alloclavaria purpurea,2523872,Alloclavaria
Allodus crassipes,3555783,Allodus
Allodus giliae,3560780,Allodus
Allodus superflua,3557056,Allodus
Allographa acharii,10816536,Allographa
Allographa aptrootiana,10693763,Allographa
Allographa aquilonia,10863138,Allographa
Allographa atrocelata,10786414,Allographa
Allographa bukittimaensis,10715548,Allographa
Allographa chlorocarpa,10735182,Allographa
Allographa chrysocarpa,10772944,Allographa
Allographa cleistoblephara,10876688,Allographa
Allographa cognata,10768210,Allographa
Allographa contorta,10841262,Allographa
Allographa dolichographa,10852053,Allographa
Allographa elixii,10826410,Allographa
Allographa flabillata,10870667,Allographa
Allographa flavens,10809593,Allographa
Allographa flavominiata,10722999,Allographa
Allographa hossei,10762153,Allographa
Allographa illinata,10800898,Allographa
Allographa ingarum,10823161,Allographa
Allographa laubertiana,10870187,Allographa
Allographa longula,10722138,Allographa
Allographa macella,10770585,Allographa
Allographa marginata,10738788,Allographa
Allographa nuda,10724421,Allographa
Allographa nudaeformis,10720158,Allographa
Allographa parallela,10790202,Allographa
Allographa pavoniana,10898600,Allographa
Allographa plagiocarpa,10841312,Allographa
Allographa pseudoaquilonia,10845113,Allographa
Allographa rhizicola,10871589,Allographa
Allographa rufopallida,10726736,Allographa
Allographa ruiziana,10688646,Allographa
Allographa rustica,10830152,Allographa
Allographa sauroidea,10762202,Allographa
Allographa sayeri,10896249,Allographa
Allographa seminuda,10736569,Allographa
Allographa singaporensis,10803696,Allographa
Allographa sitiana,10836091,Allographa
Allographa striatula,10750927,Allographa
Allographa subcelata,10792524,Allographa
Allographa superans,10837571,Allographa
Allographa vestitoides,10772882,Allographa
Allomyces arbusculus,2626882,Allomyces
Allophoma tropica,9724441,Allophoma
Allophylaria basalifusca,2581826,Allophylaria
Allophylaria byssacea,3487565,Allophylaria
Allophylaria campanuliformis,2581835,Allophylaria
Allophylaria clavuliformis,2581832,Allophylaria
Allophylaria crystallifera,2581825,Allophylaria
Allophylaria macrospora,2581829,Allophylaria
Allophylaria nervicola,3487580,Allophylaria
Allophylaria sublicoides,2581828,Allophylaria
Allosoma cestri,3527377,Allosoma
Alnecium auctum,8096124,Alnecium
Alnicola amarescens,9457268,Alnicola
Alnicola cholea,5432720,Alnicola
Alnicola citrinella,7512246,Alnicola
Alnicola inculta,5432295,Alnicola
Alnicola longicystis,8017881,Alnicola
Alnicola macrospora,7371060,Alnicola
Alnicola scolecina,5242655,Alnicola
Alnicola umbrina,7487766,Alnicola
Alnicola xanthophylla,7776133,Alnicola
Alphamyces chaetifer,5952404,Alphamyces
Alpinaria rhododendri,9654826,Alpinaria
Alpova alpestris,8429488,Alpova
Alpova cinnamomeus,3353457,Alpova
Alpova concolor,8104052,Alpova
Alpova diplophloeus,2525556,Alpova
Alpova microsporus,3353459,Alpova
Alpova nauseosus,3353475,Alpova
Alpova trappei,3353472,Alpova
Alternaria alternariae,8404562,Alternaria
Alternaria alternata,2616163,Alternaria
Alternaria amaranthi,3531186,Alternaria
Alternaria anagallidis,2616179,Alternaria
Alternaria anigozanthi,7969531,Alternaria
Alternaria arborescens,2616108,Alternaria
Alternaria atra,7357851,Alternaria
Alternaria botrytis,8407362,Alternaria
Alternaria brassicae,2616257,Alternaria
Alternaria brassicicola,2616139,Alternaria
Alternaria catalpae,2616198,Alternaria
Alternaria chartarum,2616517,Alternaria
Alternaria cheiranthi,2616236,Alternaria
Alternaria citri,2616137,Alternaria
Alternaria consortialis,2616495,Alternaria
Alternaria cookei,3531422,Alternaria
Alternaria crassa,2616128,Alternaria
Alternaria cucumerina,2616342,Alternaria
Alternaria dauci,2616356,Alternaria
Alternaria dennisii,2617105,Alternaria
Alternaria dianthi,2616308,Alternaria
Alternaria dianthicola,2616336,Alternaria
Alternaria embellisia,7382337,Alternaria
Alternaria euphorbiae,2616331,Alternaria
Alternaria gaisen,8386231,Alternaria
Alternaria infectoria,2616954,Alternaria
Alternaria juxtiseptata,3531106,Alternaria
Alternaria linariae,2616241,Alternaria
Alternaria longipes,2616188,Alternaria
Alternaria longissima,2615876,Alternaria
Alternaria mali,2616157,Alternaria
Alternaria maritima,2616192,Alternaria
Alternaria negundinicola,2616135,Alternaria
Alternaria oudemansii,8414214,Alternaria
Alternaria panax,2616200,Alternaria
Alternaria penicillata,8267798,Alternaria
Alternaria petroselini,2616209,Alternaria
Alternaria porri,2616325,Alternaria
Alternaria radicina,2616281,Alternaria
Alternaria ramulosa,2616221,Alternaria
Alternaria saponariae,2616312,Alternaria
Alternaria scrophulariae,7471053,Alternaria
Alternaria selini,2616294,Alternaria
Alternaria solani,2616205,Alternaria
Alternaria sonchi,7376063,Alternaria
Alternaria sonchi,2616112,Alternaria
Alternaria tenuissima,2616214,Alternaria
Alternaria tenuissima,10502265,Alternaria
Alternaria zinniae,2616333,Alternaria
Alutaceodontia alutacea,2519039,Alutaceodontia
Alveolaria cordiae,5237301,Alveolaria
Alysidiopsis pipsissewae,2589960,Alysidiopsis
Alysidium resinae,3367561,Alysidium
Alyxoria culmigena,8857361,Alyxoria
Alyxoria demutata,10135872,Alyxoria
Alyxoria lichenoides,8313889,Alyxoria
Alyxoria mougeotii,7762890,Alyxoria
Alyxoria ochrocheila,8405753,Alyxoria
Alyxoria ochrocincta,10855701,Alyxoria
Alyxoria subelevata,8080044,Alyxoria
Alyxoria varia,7472637,Alyxoria
Alyxoria variiformis,8051497,Alyxoria
Alyxoria viridipruinosa,8280095,Alyxoria
Amallospora dacrydion,2591020,Amallospora
Amandinea australasica,10843586,Amandinea
Amandinea austroconiops,10671990,Amandinea
Amandinea babingtonii,5478848,Amandinea
Amandinea brunneola,10764602,Amandinea
Amandinea cacuminum,5478834,Amandinea
Amandinea coniops,5261486,Amandinea
Amandinea decedens,8413114,Amandinea
Amandinea diorista,7251672,Amandinea
Amandinea efflorescens,7251681,Amandinea
Amandinea endachroa,5478824,Amandinea
Amandinea extenuata,5261488,Amandinea
Amandinea falklandica,10741057,Amandinea
Amandinea fuscoatratula,10849582,Amandinea
Amandinea isabellina,5478820,Amandinea
Amandinea julianeae,10716988,Amandinea
Amandinea langloisii,5478842,Amandinea
Amandinea latemarginata,5478823,Amandinea
Amandinea lecideina,5261443,Amandinea
Amandinea lignicola,7682866,Amandinea
Amandinea litoralis,10677974,Amandinea
Amandinea megaspora,5478853,Amandinea
Amandinea montana,5478852,Amandinea
Amandinea otagensis,8210502,Amandinea
Amandinea pelidna,8684367,Amandinea
Amandinea petermannii,5261477,Amandinea
Amandinea pillagaensis,7815860,Amandinea
Amandinea polyspora,5478843,Amandinea
Amandinea punctata,5261442,Amandinea
Amandinea submontana,5478821,Amandinea
Amandinea subplicata,5261487,Amandinea
Amandinea turgescens,5261478,Amandinea
Amandinea variabilis,10851200,Amandinea
Amandinea vitellina,10675703,Amandinea
Amanita abietum,5451971,Amanita
Amanita abrupta,5451697,Amanita
Amanita aestivalis,5451930,Amanita
Amanita agglutinata,5451921,Amanita
Amanita alba,7539175,Amanita
Amanita alba,10372680,Amanita
Amanita albidannulata,5452711,Amanita
Amanita albidoides,5452624,Amanita
Amanita albocreata,8023258,Amanita
Amanita alboflavescens,5451925,Amanita
Amanita albosquamosa,5452634,Amanita
Amanita alboverrucosa,5451861,Amanita
Amanita albovolvata,5451763,Amanita
Amanita alexandri,5451923,Amanita
Amanita allostraminea,5452615,Amanita
Amanita alpinicola,9658039,Amanita
Amanita ananiceps,5452225,Amanita
Amanita ananicipitoides,7827342,Amanita
Amanita angustilamellata,5451897,Amanita
Amanita angustispora,5452059,Amanita
Amanita annulalbida,5452678,Amanita
Amanita annulatovaginata,7242014,Amanita
Amanita antillana,5451885,Amanita
Amanita aporema,5451874,Amanita
Amanita aprica,5452296,Amanita
Amanita arctica,5451965,Amanita
Amanita arenaria,5451666,Amanita
Amanita arenicola,5452586,Amanita
Amanita argentea,5240289,Amanita
Amanita arkansana,5452260,Amanita
Amanita armeniaca,5451795,Amanita
Amanita arocheae,5452290,Amanita
Amanita asteropus,5452328,Amanita
Amanita atkinsoniana,5452114,Amanita
Amanita augusta,7423091,Amanita
Amanita australis,5240303,Amanita
Amanita austrobulbosa,5451986,Amanita
Amanita austrophalloides,5452475,Amanita
Amanita austrostraminea,5451827,Amanita
Amanita austroviridis,5452684,Amanita
Amanita avellanea,7351768,Amanita
Amanita baccata,7241984,Amanita
Amanita badia,5452519,Amanita
Amanita bambra,5452035,Amanita
Amanita basibulbosa,5452550,Amanita
Amanita basii,5451680,Amanita
Amanita basiorubra,5452706,Amanita
Amanita battarrae,5240259,Amanita
Amanita beckeri,5451688,Amanita
Amanita beillei,8352750,Amanita
Amanita betulae,7594674,Amanita
Amanita bisporigera,5452051,Amanita
Amanita borneensis,5451834,Amanita
Amanita boudieri,2526101,Amanita
Amanita breckonii,5451883,Amanita
Amanita brunneistriatula,5451794,Amanita
Amanita brunneofuliginea,5452378,Amanita
Amanita brunneolocularis,5452665,Amanita
Amanita brunnescens,5240302,Amanita
Amanita caesarea,5240269,Amanita
Amanita caesareoides,5452301,Amanita
Amanita calyptratoides,5452406,Amanita
Amanita calyptroderma,5240222,Amanita
Amanita candida,5452005,Amanita
Amanita canescens,5452112,Amanita
Amanita carneiphylla,5452659,Amanita
Amanita castanopsis,5452386,Amanita
Amanita ceciliae,5240213,Amanita
Amanita cheelii,7521503,Amanita
Amanita chepangiana,5452342,Amanita
Amanita chlorinosma,7242043,Amanita
Amanita chlorophylla,5452180,Amanita
Amanita chrysoblema,5452185,Amanita
Amanita cinerascens,5452559,Amanita
Amanita cinereoannulosa,5452139,Amanita
Amanita cinereopannosa,5451787,Amanita
Amanita cistetorum,5451918,Amanita
Amanita citrina,3328320,Amanita
Amanita clelandii,5451740,Amanita
Amanita coacta,5451776,Amanita
Amanita cokeri,5451920,Amanita
Amanita conara,7939582,Amanita
Amanita conicobulbosa,5451777,Amanita
Amanita conicogrisea,5451823,Amanita
Amanita conicoverrucosa,5452656,Amanita
Amanita constricta,5451860,Amanita
Amanita contui,5240211,Amanita
Amanita coryli,7730010,Amanita
Amanita costaricensis,7889238,Amanita
Amanita cothurnata,5452587,Amanita
Amanita crematelloides,5451783,Amanita
Amanita crenulata,5452456,Amanita
Amanita crocea,5240282,Amanita
Amanita cruzii,5452067,Amanita
Amanita curtipes,5451720,Amanita
Amanita cyanopus,5452181,Amanita
Amanita cylindrispora,5452332,Amanita
Amanita daucipes,8121028,Amanita
Amanita decipiens,5452363,Amanita
Amanita diemii,5451996,Amanita
Amanita drummondii,7901763,Amanita
Amanita dryophila,5452109,Amanita
Amanita dumosorum,5451737,Amanita
Amanita dunensis,5452204,Amanita
Amanita echinocephala,5240229,Amanita
Amanita echinulata,5452439,Amanita
Amanita effusa,5451890,Amanita
Amanita egregia,5451725,Amanita
Amanita egreginus,5451863,Amanita
Amanita eliae,5240246,Amanita
Amanita elliptosperma,5452617,Amanita
Amanita elongata,5452172,Amanita
Amanita elongatospora,5452577,Amanita
Amanita erythrocephala,5452690,Amanita
Amanita esculenta,5452208,Amanita
Amanita eucalypti,5452478,Amanita
Amanita excelsa,8935018,Amanita
Amanita farinacea,5452169,Amanita
Amanita farinosa,5240238,Amanita
Amanita fibrillopes,5452458,Amanita
Amanita flavella,5451973,Amanita
Amanita flavipes,5452223,Amanita
Amanita flaviphylla,5452521,Amanita
Amanita flavivolva,5452094,Amanita
Amanita flavoconia,5240273,Amanita
Amanita flavopantherina,10720924,Amanita
Amanita flavorubescens,5452397,Amanita
Amanita floridana,5451953,Amanita
Amanita franchetii,5240284,Amanita
Amanita friabilis,5240288,Amanita
Amanita fritillaria,5451711,Amanita
Amanita frostiana,8205204,Amanita
Amanita fuliginea,5451781,Amanita
Amanita fuligineodisca,5452316,Amanita
Amanita fulva,7765582,Amanita
Amanita fulvoides,8285543,Amanita
Amanita fuscobrunnea,5452534,Amanita
Amanita fuscosquamosa,5452527,Amanita
Amanita fuscostriata,5452653,Amanita
Amanita garabitoana,7611001,Amanita
Amanita gemmata,5240292,Amanita
Amanita gilbertii,5451662,Amanita
Amanita gioiosa,5452115,Amanita
Amanita gossypinoannulata,5452173,Amanita
Amanita gracilenta,5451659,Amanita
Amanita gracilior,5452102,Amanita
Amanita grandis,5899168,Amanita
Amanita grandispora,5899156,Amanita
Amanita grisea,5451949,Amanita
Amanita grisella,7242028,Amanita
Amanita griselloides,5451696,Amanita
Amanita griseoconia,5451676,Amanita
Amanita griseofarinosa,5451909,Amanita
Amanita griseofolia,5452505,Amanita
Amanita griseovelata,5451664,Amanita
Amanita griseoverrucosa,5452053,Amanita
Amanita groenlandica,5451969,Amanita
Amanita grossa,7571963,Amanita
Amanita guzmanii,5452265,Amanita
Amanita gymnopus,5452610,Amanita
Amanita hayalyuy,7374087,Amanita
Amanita hemibapha,5240264,Amanita
Amanita hiltonii,5452194,Amanita
Amanita hongoi,5451806,Amanita
Amanita huijsmanii,5452350,Amanita
Amanita hygroscopica,5452648,Amanita
Amanita ibotengutake,5452245,Amanita
Amanita imazekii,5452688,Amanita
Amanita inculta,5899164,Amanita
Amanita ingwa,5452027,Amanita
Amanita inodora,5452175,Amanita
Amanita islandica,5452573,Amanita
Amanita jacksonii,5452395,Amanita
Amanita japonica,5451805,Amanita
Amanita javanica,5452201,Amanita
Amanita kalamundae,7694571,Amanita
Amanita kammala,5452004,Amanita
Amanita karea,5240268,Amanita
Amanita komarekensis,5452164,Amanita
Amanita kotohiraensis,5452198,Amanita
Amanita kwangsiensis,5452158,Amanita
Amanita lactea,5452017,Amanita
Amanita lanosa,5452435,Amanita
Amanita laurae,5452716,Amanita
Amanita lavendula,9655343,Amanita
Amanita lepiotoides,7242004,Amanita
Amanita lesueurii,8155438,Amanita
Amanita levistriata,5452476,Amanita
Amanita lignophila,5452535,Amanita
Amanita limbatula,5452166,Amanita
Amanita liquii,5452142,Amanita
Amanita lividopallescens,9289289,Amanita
Amanita lividopallescens,5240244,Amanita
Amanita lividopallescens,9354572,Amanita
Amanita longipes,5452246,Amanita
Amanita longistriata,5452103,Amanita
Amanita loosei,5452572,Amanita
Amanita luteivolvata,5452340,Amanita
Amanita luteofusca,5452709,Amanita
Amanita luteolovelata,5452179,Amanita
Amanita lutescens,5451761,Amanita
Amanita macrocarpa,8245652,Amanita
Amanita magnivelaris,5452446,Amanita
Amanita magniverrucata,5452090,Amanita
Amanita magnivolvata,5452669,Amanita
Amanita mairei,5240290,Amanita
Amanita malayensis,10796077,Amanita
Amanita malleata,5452281,Amanita
Amanita malodora,5452661,Amanita
Amanita marmorata,7241995,Amanita
Amanita masasiensis,5452685,Amanita
Amanita melleiceps,5452383,Amanita
Amanita merxmuelleri,5452596,Amanita
Amanita microlepis,5452220,Amanita
Amanita morenoi,5452254,Amanita
Amanita morrisii,5452365,Amanita
Amanita mortenii,5452453,Amanita
Amanita multisquamosa,5452421,Amanita
Amanita mumura,5240212,Amanita
Amanita murinaster,5452482,Amanita
Amanita muriniflammea,7935555,Amanita
Amanita murrilliana,5451750,Amanita
Amanita muscaria,8168319,Amanita
Amanita mutabilis,5240300,Amanita
Amanita nehuta,5240208,Amanita
Amanita neo-ovoidea,5452638,Amanita
Amanita neomurina,9776703,Amanita
Amanita nigrescens,5240287,Amanita
Amanita nitida,9377113,Amanita
Amanita nivalis,5240226,Amanita
Amanita nothofagi,5240266,Amanita
Amanita novinupta,5452054,Amanita
Amanita oberwinkleriana,10805659,Amanita
Amanita oblongospora,7242036,Amanita
Amanita ochracea,10885345,Amanita
Amanita ochraceobulbosa,5452592,Amanita
Amanita ochraceomaculata,5452664,Amanita
Amanita ochrophylla,5452636,Amanita
Amanita ochrophylloides,5452627,Amanita
Amanita ochroterrea,5452251,Amanita
Amanita ocreata,5452199,Amanita
Amanita oleosa,5899163,Amanita
Amanita olivaceogrisea,5240278,Amanita
